0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,idx
0.0,0.7110828,0.49770305,0.0,1.1754386,0.036093447,0.0,0.06574062,0.0,0.0,0.030035185,0.0,0.5134575,0.58054656,0.4281435,0.7716516,28
0.0,1.58065,1.5118222,0.0,1.094279,0.011435238,0.0,0.42134202,0.0,0.0,0.2318875,0.0,0.3951659,0.22711569,1.2559309,0.64940894,29
0.0,1.2208347,1.1483428,0.0,1.1257861,0.02581595,0.0,0.3193141,0.0,0.0,0.17383936,0.0,0.46010065,0.40446377,0.9506142,0.7077685,30
0.0,0.37151858,0.18081062,0.0,1.1654271,0.047170345,0.0,6.667463e-05,0.0,0.0,0.0,0.0,0.562551,0.72187847,0.16171089,0.789042,31
0.0,0.8314395,0.6861409,0.0,1.1223884,0.023134524,0.0,0.18412192,0.0,0.0,0.09706042,0.0,0.49588984,0.5035548,0.57318497,0.72311616,32
0.0,0.89273536,0.64632046,0.0,1.0903617,0.021813026,0.0,0.039604124,0.0,0.0,0.008594137,0.0,0.4306183,0.39155394,0.5694951,0.6429077,33
0.0,1.0982519,0.9214071,0.0,1.1052728,0.016680554,0.0,0.24910612,0.0,0.0,0.13131703,0.0,0.4413654,0.37926325,0.7701685,0.6975331,34
0.0,0.9394029,0.66821724,0.0,1.092158,0.01878645,0.0,0.057509128,0.0,0.0,0.021289239,0.0,0.42003617,0.37231374,0.5934418,0.6405412,35
0.0,0.8541522,0.5673973,0.0,1.0609448,0.016680554,0.0,0.0,0.0,0.0,0.0,0.0,0.40448308,0.34984815,0.5114455,0.5982054,36
0.0,0.89664394,0.66207683,0.0,1.062706,0.018904617,0.0,0.04258933,0.0,0.0,0.012762457,0.0,0.42031863,0.36735904,0.5772938,0.620948,37
0.0,0.4166056,0.086046286,0.0,1.1479855,0.019672321,0.0,0.0,0.0,0.0,0.0,0.0,0.50388306,0.5848119,0.09400592,0.7410443,38
0.0,0.85709584,0.569523,0.0,1.1078472,0.020231571,0.0,0.012104406,0.0,0.0,0.0,0.0,0.42338377,0.3876378,0.511982,0.6378267,39
0.0,1.1466067,0.9614956,0.0,1.1023221,0.016680554,0.0,0.26170883,0.0,0.0,0.13929895,0.0,0.43193,0.35553336,0.80720985,0.682311,40
0.0,0.21395463,0.0,0.0,1.1925051,0.04415611,0.0,0.0,0.0,0.0,0.0,0.0,0.59794325,0.79670787,0.0,0.85179096,41
0.0,1.4947189,1.4266163,0.0,1.0855454,0.014924702,0.0,0.45219493,0.0,0.0,0.25017822,0.0,0.4085905,0.26413602,1.1862621,0.65928125,42
0.0,1.2200143,1.0718602,0.0,1.077155,0.016680554,0.0,0.22018926,0.0,0.0,0.11206672,0.0,0.41283807,0.31004116,0.9039092,0.6397907,43
0.0,0.18007527,0.0,0.0,1.1050302,0.04726157,0.0,0.0,0.0,0.0,0.0,0.0,0.5795091,0.76146334,0.0,0.79341793,44
0.0,1.603355,1.5641856,0.0,1.0840826,0.011435238,0.0,0.452123,0.0,0.0,0.25112462,0.0,0.3984804,0.23151176,1.2889371,0.65465087,45
0.0,1.1794448,1.0417858,0.0,1.1304237,0.025779037,0.0,0.30731803,0.0,0.0,0.16384727,0.0,0.4583892,0.4085785,0.87609977,0.7192044,46
0.0,1.2002306,1.0390226,0.0,1.0820683,0.016680554,0.0,0.20143414,0.0,0.0,0.10099978,0.0,0.4133855,0.3132952,0.87933457,0.6400316,47
0.0,0.24077086,0.0,0.0,1.2079219,0.028356934,0.0,0.0,0.0,0.0,0.0,0.0,0.5880569,0.75023496,0.0,0.83982515,48
0.0,0.557581,0.2412642,0.0,1.1625218,0.03287631,0.0,0.0,0.0,0.0,0.0,0.0,0.4894703,0.5608214,0.23433894,0.7285612,49
0.0,1.3401291,1.256041,0.0,1.1227529,0.020231571,0.0,0.36253527,0.0,0.0,0.2012822,0.0,0.43954423,0.3496143,1.035312,0.7059583,50
0.0,1.3577396,1.2960126,0.0,1.117566,0.020231571,0.0,0.369199,0.0,0.0,0.20497373,0.0,0.44211358,0.3496707,1.0701959,0.7001006,51
0.0,0.9586362,0.81147826,0.0,1.1222887,0.029849406,0.0,0.22288443,0.0,0.0,0.117494196,0.0,0.4809237,0.47825217,0.6789671,0.73153216,52
0.0,0.4923582,0.002349786,0.0,1.2177362,0.014924707,0.0,0.0,0.0,0.0,0.0,0.0,0.48173317,0.54914916,0.0087779425,0.7772549,53
0.0,0.96541744,0.7205709,0.0,1.0879736,0.01878645,0.0,0.08688237,0.0,0.0,0.03995409,0.0,0.41864088,0.3648189,0.631741,0.6395453,54
0.0,0.3428709,0.017615747,0.0,1.200972,0.016680554,0.0,0.0,0.0,0.0,0.0,0.0,0.54347265,0.6471799,0.026794152,0.7992961,55
0.0,0.47805914,0.26456943,0.0,1.1419916,0.039530914,0.0,0.0059803226,0.0,0.0,0.0,0.0,0.5284915,0.6389687,0.23302801,0.7567357,56
0.0,1.4748621,1.3580629,0.0,1.1063541,0.010520419,0.0,0.40088543,0.0,0.0,0.22310187,0.0,0.40737966,0.2663621,1.1219528,0.67886513,57
0.0,1.592518,1.5325894,0.0,1.0928918,0.011435238,0.0,0.4306507,0.0,0.0,0.23776224,0.0,0.3940242,0.225506,1.2719985,0.64863807,58
0.0,0.4131589,0.15906267,0.0,1.1751976,0.04261002,0.0,0.0008360751,0.0,0.0,0.0,0.0,0.5455887,0.6845158,0.1485716,0.7856233,59
0.0,1.1278043,0.9452005,0.0,1.1070393,0.016680554,0.0,0.25613427,0.0,0.0,0.13576758,0.0,0.43493816,0.36497462,0.7885895,0.68929005,60
0.0,0.2564165,0.0,0.0,1.0854572,0.025779039,0.0,0.0,0.0,0.0,0.0,0.0,0.5401545,0.65964216,0.0,0.7668124,61
0.0,0.18522756,0.0,0.0,1.1455202,0.050301272,0.0,0.0,0.0,0.0,0.0,0.0,0.5854474,0.7828375,0.0,0.80086094,62
0.0,0.9143537,0.71699494,0.0,1.1403387,0.028356934,0.0,0.15013245,0.0,0.0,0.07586143,0.0,0.47512215,0.47718364,0.606622,0.73359025,63
0.0,0.60879254,0.354992,0.0,1.1483133,0.034161244,0.0,0.0010928437,0.0,0.0,0.0,0.0,0.49530566,0.55930984,0.3281861,0.7168118,64
0.0,0.7560923,0.4730733,0.0,1.0869476,0.01772309,0.0,0.031185517,0.0,0.0,0.006982736,0.0,0.4444478,0.4281947,0.41546112,0.6695218,65
0.0,1.4134011,1.321642,0.0,1.0993592,0.012783267,0.0,0.3705452,0.0,0.0,0.20322518,0.0,0.4151103,0.28676122,1.0958409,0.6706199,66
0.0,1.603355,1.5641857,0.0,1.0840826,0.011435238,0.0,0.452123,0.0,0.0,0.25112462,0.0,0.3984804,0.23151176,1.2889372,0.65465087,67
0.0,0.93070984,0.7499625,0.0,1.1358317,0.02876736,0.0,0.1546216,0.0,0.0,0.07997654,0.0,0.47493303,0.47294858,0.6326329,0.7262133,68
0.0,0.3194715,0.0,0.0,1.1791464,0.022799429,0.0,0.0,0.0,0.0,0.0,0.0,0.5376716,0.66600406,0.0,0.8000415,69
0.0,1.3375411,1.2494859,0.0,1.123907,0.020231571,0.0,0.34222263,0.0,0.0,0.18656665,0.0,0.43878365,0.3480703,1.0302091,0.70461184,70
0.0,1.2498981,1.1234379,0.0,1.0825768,0.01772309,0.0,0.283253,0.0,0.0,0.15050516,0.0,0.42102325,0.3201403,0.9413264,0.65604955,71
0.0,0.71764684,0.36954087,0.0,1.1091725,0.016438155,0.0,0.0010928446,0.0,0.0,0.0,0.0,0.43264276,0.41986573,0.34654483,0.6597867,72
0.0,1.6302545,1.621799,0.0,1.0703137,0.012329105,0.0,0.5141968,0.0,0.0,0.28563285,0.0,0.40450022,0.23458873,1.3320236,0.65987146,73
0.0,0.66134006,0.4599029,0.0,1.099084,0.031507716,0.0,0.03372606,0.0,0.0,0.010635381,0.0,0.48730373,0.5310881,0.391447,0.7100145,74
0.0,0.3178558,0.03699448,0.0,1.0861561,0.028664205,0.0,0.0,0.0,0.0,0.0,0.0,0.5202247,0.623123,0.051170863,0.7224637,75
0.0,0.7262506,0.37211978,0.0,1.1099622,0.01772309,0.0,0.0010928446,0.0,0.0,0.0,0.0,0.43227094,0.41873896,0.3476575,0.65844023,76
0.0,0.9848367,0.7832007,0.0,1.0496615,0.01772309,0.0,0.08880861,0.0,0.0,0.041891128,0.0,0.4142222,0.34783491,0.67444116,0.6226697,77
0.0,0.6037212,0.06934087,0.0,1.2118951,0.016680554,0.0,0.0,0.0,0.0,0.0,0.0,0.44625998,0.47392946,0.09053587,0.71787256,78
0.0,1.4824679,1.4142821,0.0,1.0870564,0.0138426535,0.0,0.38624683,0.0,0.0,0.21151245,0.0,0.40842974,0.2656476,1.1689968,0.6606972,79
0.0,0.19305806,0.0,0.0,1.1093616,0.04726157,0.0,0.0,0.0,0.0,0.0,0.0,0.5769216,0.7575285,0.008438133,0.7811909,80
0.0,0.98236907,0.86792314,0.0,1.1615616,0.03323845,0.0,0.24420083,0.0,0.0,0.13458684,0.0,0.49646485,0.51134026,0.71825874,0.75555146,81
0.0,0.6785847,0.27981305,0.0,1.2042079,0.01772309,0.0,0.0,0.0,0.0,0.0,0.0,0.45684856,0.4788105,0.26265663,0.72545797,82
0.0,0.57019645,0.2757589,0.0,1.0454919,0.025779039,0.0,0.0,0.0,0.0,0.0,0.0,0.45226482,0.47674578,0.26538423,0.6488406,83
0.0,1.595347,1.5378274,0.0,1.092451,0.011435238,0.0,0.45171928,0.0,0.0,0.25124758,0.0,0.39447784,0.22397323,1.2760158,0.64933777,84
0.0,1.58065,1.5118222,0.0,1.094279,0.011435238,0.0,0.40616077,0.0,0.0,0.22224854,0.0,0.3951659,0.22711569,1.2559309,0.64940894,85
0.0,0.90508854,0.5285046,0.0,1.1801226,0.01772309,0.0,0.020070054,0.0,0.0,0.004616351,0.0,0.42030048,0.38250124,0.49411422,0.6692476,86
0.0,0.5238032,0.20484388,0.0,1.0676283,0.023630785,0.0,0.0,0.0,0.0,0.0,0.0,0.46102968,0.49745873,0.18895496,0.6753376,87
0.0,0.25169653,0.05089676,0.0,1.2011063,0.045414574,0.0,0.0,0.0,0.0,0.0,0.0,0.594492,0.7893254,0.058698453,0.8225375,88
0.0,1.6165763,1.5834183,0.0,1.0818595,0.011435238,0.0,0.46294522,0.0,0.0,0.25542742,0.0,0.3980431,0.2278292,1.3033718,0.6546338,89
0.0,1.4770206,1.3600732,0.0,1.1044085,0.010520419,0.0,0.40928313,0.0,0.0,0.22838563,0.0,0.40796432,0.26720482,1.1228322,0.67966425,90
0.0,1.4735028,1.3890293,0.0,1.0882919,0.014924707,0.0,0.37056533,0.0,0.0,0.19810878,0.0,0.40887427,0.26991406,1.1570857,0.65852046,91
0.0,1.6195022,1.5908284,0.0,1.0805548,0.011435238,0.0,0.48590735,0.0,0.0,0.27206242,0.0,0.3989029,0.22957452,1.3091406,0.6561558,92
0.0,1.4469221,1.3363274,0.0,1.1030577,0.0138426535,0.0,0.31303138,0.0,0.0,0.16822536,0.0,0.4025719,0.26437235,1.118356,0.6525039,93
0.0,0.43396327,0.20155776,0.0,1.177118,0.04465888,0.0,0.0009202957,0.0,0.0,0.0,0.0,0.54290277,0.6808929,0.18287186,0.7775078,94
0.0,0.9395799,0.7847369,0.0,1.1710935,0.031561255,0.0,0.16444977,0.0,0.0,0.09147811,0.0,0.4935575,0.51421905,0.6569493,0.7577598,95
0.0,1.131044,0.9596969,0.0,1.0882734,0.015883343,0.0,0.25573254,0.0,0.0,0.13685685,0.0,0.43128836,0.3539871,0.8026296,0.6731193,96
0.0,0.49648625,0.11999598,0.0,1.1556591,0.023151549,0.0,0.0,0.0,0.0,0.0,0.0,0.48213184,0.53832257,0.12956539,0.72483224,97
0.0,1.2257897,1.0424464,0.0,1.120576,0.017534023,0.0,0.17484395,0.0,0.0,0.088683575,0.0,0.41467112,0.3202444,0.88874876,0.6570877,98
0.0,0.7506336,0.44412038,0.0,1.0920643,0.01772309,0.0,0.02442921,0.0,0.0,0.0020006676,0.0,0.43992278,0.42413655,0.40257484,0.66434443,99
0.0,1.6195021,1.5908284,0.0,1.0805548,0.011435238,0.0,0.48590735,0.0,0.0,0.27206242,0.0,0.3989029,0.22957452,1.3091404,0.6561559,100
0.0,0.5547205,0.32901704,0.0,1.2024388,0.042044602,0.0,0.011436731,0.0,0.0,0.0013786078,0.0,0.5429462,0.6600565,0.29085237,0.8009295,101
0.0,1.4735029,1.3890293,0.0,1.088292,0.014924702,0.0,0.37056533,0.0,0.0,0.19810878,0.0,0.40887424,0.26991406,1.1570858,0.65852046,102
0.0,1.6165763,1.5834183,0.0,1.0818595,0.011435238,0.0,0.46294522,0.0,0.0,0.25542745,0.0,0.3980431,0.22782919,1.3033718,0.65463376,103
0.0,0.43039465,0.040364143,0.0,1.2016273,0.015471204,0.0,0.0,0.0,0.0,0.0,0.0,0.50937563,0.59245753,0.05419287,0.78483206,104
0.0,1.3802187,1.2395344,0.0,1.1143204,0.013150516,0.0,0.30794874,0.0,0.0,0.16698644,0.0,0.4088336,0.2840417,1.0342829,0.668884,105
0.0,0.9934395,0.8789509,0.0,1.1590804,0.034060806,0.0,0.2995202,0.0,0.0,0.16759075,0.0,0.4970645,0.5104552,0.7332968,0.75488234,106
0.0,1.4812565,1.4123961,0.0,1.0896477,0.0138426535,0.0,0.42173657,0.0,0.0,0.23649435,0.0,0.4076825,0.26520213,1.1680368,0.66054344,107
0.0,1.5154088,1.496885,0.0,1.119213,0.018786462,0.0,0.4844534,0.0,0.0,0.2736635,0.0,0.43869695,0.32639012,1.2220913,0.7184672,108
0.0,0.31478503,0.05098787,0.0,1.1758512,0.0446917,0.0,0.0,0.0,0.0,0.0,0.0,0.55961204,0.7245703,0.055006806,0.80375624,109
0.0,0.4493021,0.13800953,0.0,1.0652328,0.025779039,0.0,0.0,0.0,0.0,0.0,0.0,0.47036266,0.5270013,0.13954416,0.6783219,110
0.0,1.2401832,1.0899162,0.0,1.1096748,0.017534023,0.0,0.1943474,0.0,0.0,0.10079678,0.0,0.41980127,0.32708672,0.9145397,0.66389054,111
0.0,0.14353755,0.0,0.0,1.1235579,0.044332583,0.0,0.0,0.0,0.0,0.0,0.0,0.60109687,0.80302006,0.0,0.8013954,112
0.0,0.7371372,0.41643733,0.0,1.102911,0.01772309,0.0,0.00784917,0.0,0.0,0.0,0.0,0.43495935,0.42293692,0.37257433,0.6619878,113
0.0,0.90238553,0.67508394,0.0,1.0984923,0.023630785,0.0,0.042904455,0.0,0.0,0.009310309,0.0,0.44142833,0.41183078,0.5876079,0.6616199,114
0.0,0.38247356,0.0026667803,0.0,1.0813195,0.028356943,0.0,0.0,0.0,0.0,0.0,0.0,0.48960957,0.5659845,0.028088097,0.7080239,115
0.0,0.46976462,0.23080371,0.0,1.1473639,0.039530914,0.0,0.0008326485,0.0,0.0,0.0,0.0,0.5264432,0.63577026,0.21404375,0.7540328,116
0.0,1.603355,1.5641856,0.0,1.0840826,0.011435238,0.0,0.452123,0.0,0.0,0.2511246,0.0,0.39848042,0.23151179,1.2889371,0.65465087,117
0.0,0.44590056,0.17453921,0.0,1.1589113,0.038551915,0.0,0.0,0.0,0.0,0.0,0.0,0.5218682,0.6334788,0.1714578,0.7519395,118
0.0,0.21567991,0.0,0.0,1.1916229,0.043763377,0.0,0.0,0.0,0.0,0.0,0.0,0.5979071,0.794809,0.0,0.8490451,119
0.0,0.99104995,0.87088686,0.0,1.1599264,0.034060806,0.0,0.26175427,0.0,0.0,0.14179806,0.0,0.49650496,0.50917435,0.7280143,0.7538106,120
0.0,1.3843837,1.2433208,0.0,1.093225,0.012524302,0.0,0.28685433,0.0,0.0,0.15446465,0.0,0.39085448,0.24925609,1.0495858,0.62632424,121
0.0,1.0149931,0.7812229,0.0,1.0550642,0.015471204,0.0,0.10065954,0.0,0.0,0.05038728,0.0,0.4059852,0.33447042,0.6784167,0.6225191,122
0.0,0.39393374,0.0012121729,0.0,1.0991174,0.025009012,0.0,0.0,0.0,0.0,0.0,0.0,0.49051082,0.5671203,0.020928109,0.723155,123
0.0,1.4735029,1.3890293,0.0,1.088292,0.014924702,0.0,0.37056533,0.0,0.0,0.19810878,0.0,0.40887424,0.26991406,1.1570858,0.65852046,124
0.0,0.24729423,0.0,0.0,1.2125691,0.028816173,0.0,0.0,0.0,0.0,0.0,0.0,0.5869629,0.7496484,0.0050628795,0.8329275,125
0.0,0.50510186,0.3025081,0.0,1.1373696,0.04138465,0.0,0.017856283,0.0,0.0,0.0015243182,0.0,0.5300647,0.63805526,0.26832625,0.75090754,126
0.0,1.2401834,1.0899162,0.0,1.1096748,0.017534029,0.0,0.2051516,0.0,0.0,0.10759577,0.0,0.41980132,0.32708672,0.9145399,0.6638905,127
0.0,0.112862565,0.0,0.0,1.1285477,0.053573634,0.0,0.0,0.0,0.0,0.0,0.0,0.61562985,0.8453277,0.0,0.81233025,128
0.0,0.3564346,0.046310317,0.0,1.066975,0.025454849,0.0,0.0,0.0,0.0,0.0,0.0,0.50092626,0.5779346,0.067427576,0.70070225,129
0.0,0.80396974,0.45938382,0.0,1.075819,0.014924702,0.0,0.0,0.0,0.0,0.0,0.0,0.4034253,0.35246715,0.42889485,0.60558915,130
0.0,0.43344727,0.10682171,0.0,1.0657067,0.023910044,0.0,0.0,0.0,0.0,0.0,0.0,0.47279266,0.5294468,0.11561968,0.67888284,131
0.0,0.4321015,0.0,0.0,1.2253958,0.013795935,0.0,0.0,0.0,0.0,0.0,0.0,0.50940484,0.60619247,0.0,0.80521685,132
0.0,1.1794448,1.0417858,0.0,1.1304237,0.025779039,0.0,0.30731803,0.0,0.0,0.1638473,0.0,0.4583892,0.4085785,0.87609965,0.7192044,133
0.0,0.32352173,0.0,0.0,1.0959291,0.025779039,0.0,0.0,0.0,0.0,0.0,0.0,0.5150427,0.61993927,0.0059874896,0.7527828,134
0.0,1.3869606,1.2545977,0.0,1.1082966,0.013150516,0.0,0.30032876,0.0,0.0,0.162918,0.0,0.41207838,0.28682446,1.044191,0.67151684,135
0.0,1.2223777,1.1485935,0.0,1.126199,0.025815947,0.0,0.35587206,0.0,0.0,0.19952594,0.0,0.4598385,0.40502974,0.95652145,0.70771194,136
0.0,0.22886766,0.012593591,0.0,1.1982888,0.044156116,0.0,0.0,0.0,0.0,0.0,0.0,0.5948328,0.7927571,0.020136923,0.8383449,137
0.0,0.23138995,0.0,0.0,1.0987108,0.026614016,0.0,0.0,0.0,0.0,0.0,0.0,0.5503788,0.69127786,0.0,0.76717854,138
0.0,0.57822406,0.29663235,0.0,1.1473598,0.03287631,0.0,0.0019856784,0.0,0.0,0.0,0.0,0.49658018,0.5685084,0.26422805,0.7343501,139
0.0,0.26630956,0.0052238256,0.0,1.106921,0.026058368,0.0,0.0,0.0,0.0,0.0,0.0,0.5452986,0.6715753,0.014315051,0.75809443,140
0.0,0.45883447,0.0,0.0,1.222431,0.014332093,0.0,0.0,0.0,0.0,0.0,0.0,0.49660033,0.5787889,0.0,0.79142797,141
0.0,0.357841,0.042451125,0.0,1.0560645,0.023139382,0.0,0.0,0.0,0.0,0.0,0.0,0.4935051,0.5612721,0.061808612,0.6930987,142
0.0,0.25893068,0.0,0.0,1.1018373,0.026058365,0.0,0.0,0.0,0.0,0.0,0.0,0.5395729,0.6711038,0.0,0.7651301,143
0.0,0.76152027,0.4884379,0.0,1.0850132,0.01772309,0.0,0.031185515,0.0,0.0,0.006982736,0.0,0.44261116,0.42833453,0.42749166,0.6678919,144
0.0,0.76697886,0.5173908,0.0,1.0798963,0.01772309,0.0,0.037941817,0.0,0.0,0.011964804,0.0,0.44713613,0.43239266,0.4403779,0.67306936,145
0.0,0.17058994,0.0,0.0,1.182858,0.036887813,0.0,0.0,0.0,0.0,0.0,0.0,0.606946,0.7990779,0.0,0.82806486,146
0.0,1.2401832,1.0899162,0.0,1.1096748,0.017534023,0.0,0.1943474,0.0,0.0,0.10079678,0.0,0.41980127,0.32708672,0.9145397,0.66389054,147
0.0,0.24077089,0.0,0.0,1.2079217,0.028356934,0.0,0.0,0.0,0.0,0.0,0.0,0.58805686,0.75023496,0.0,0.8398253,148
0.0,0.014874332,0.0,0.0,1.1340657,0.086790435,0.0,0.0,0.0,0.0,0.0,0.0,0.65953404,0.957027,0.0,0.8237203,149
0.0,0.2700834,0.055138156,0.0,1.1907789,0.039791364,0.0,0.0,0.0,0.0,0.0,0.0,0.5816571,0.75915956,0.06358999,0.8103668,150
0.0,1.196252,1.073379,0.0,1.1298286,0.025779039,0.0,0.3686659,0.0,0.0,0.20335779,0.0,0.45698312,0.40226087,0.9011738,0.7182137,151
0.0,1.2401834,1.0899162,0.0,1.1096748,0.017534029,0.0,0.2051516,0.0,0.0,0.10759577,0.0,0.41980132,0.32708672,0.9145399,0.6638905,152
0.0,0.2553257,0.02495564,0.0,1.2253729,0.052742284,0.0,0.0,0.0,0.0,0.0,0.0,0.5977836,0.822073,0.037958384,0.84794456,153
0.0,0.20173366,0.0,0.0,1.1088434,0.04025519,0.0,0.0,0.0,0.0,0.0,0.0,0.57142484,0.7399457,0.0,0.7810702,154
0.0,0.39600232,0.056611333,0.0,1.1657254,0.023630785,0.0,0.0,0.0,0.0,0.0,0.0,0.5139179,0.6129239,0.064742476,0.7693607,155
0.0,1.3819242,1.2423666,0.0,1.112673,0.013150516,0.0,0.30146116,0.0,0.0,0.16390613,0.0,0.40950552,0.28522807,1.0361784,0.66941315,156
0.0,0.94188803,0.789062,0.0,1.0992868,0.023137849,0.0,0.21174021,0.0,0.0,0.11161949,0.0,0.46689934,0.44122806,0.6591627,0.7031991,157
0.0,1.381924,1.2423666,0.0,1.112673,0.013150521,0.0,0.30146116,0.0,0.0,0.16390613,0.0,0.40950552,0.28522804,1.0361784,0.6694132,158
0.0,0.14120387,0.0,0.0,1.135311,0.04116596,0.0,0.0,0.0,0.0,0.0,0.0,0.60826826,0.81264275,0.0,0.8069653,159
0.0,1.3401291,1.2560412,0.0,1.122753,0.020231571,0.0,0.36253527,0.0,0.0,0.2012822,0.0,0.4395442,0.34961426,1.035312,0.7059583,160
0.0,0.40243867,0.24355192,0.0,1.1566821,0.048792362,0.0,0.014962356,0.0,0.0,0.0013337784,0.0,0.5657199,0.7238779,0.20920806,0.78630733,161
0.0,1.1794448,1.0417858,0.0,1.1304237,0.025779039,0.0,0.30731803,0.0,0.0,0.1638473,0.0,0.4583892,0.4085785,0.87609965,0.7192044,162
0.0,1.1739726,1.0627261,0.0,1.1349331,0.023910044,0.0,0.23598097,0.0,0.0,0.12874846,0.0,0.45753545,0.40898982,0.8855986,0.7111662,163
0.0,1.5086392,1.4747922,0.0,1.075571,0.014924702,0.0,0.45127386,0.0,0.0,0.24932209,0.0,0.4130762,0.26982495,1.2151878,0.6641081,164
0.0,1.2361863,1.1058095,0.0,1.0998417,0.014049307,0.0,0.268613,0.0,0.0,0.14615959,0.0,0.42841297,0.3334599,0.9191199,0.6742154,165
